,street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
970,355,33,95834,0,0,0,0,2,2,224000,501,74
971,352,33,95821,0,3,1,1040,2,2,224000,498,482
972,751,23,95660,0,3,1,960,2,2,224252,755,490
973,195,2,95682,0,3,2,0,2,2,224500,736,943
974,764,24,95662,0,3,1,1456,2,2,225000,754,850
975,510,9,95757,0,3,2,1450,2,2,228000,36,242
976,226,19,95648,0,3,2,1358,2,2,229027,959,642
977,507,33,95823,0,4,2,1329,2,2,229500,190,246
978,572,33,95823,0,4,2,1715,2,2,230000,131,271
979,152,9,95758,0,3,2,1262,2,2,230000,85,121
980,928,33,95829,0,4,3,2280,2,2,232425,159,554
981,708,33,95823,0,3,2,1477,2,2,234000,282,185
982,801,4,95610,0,3,2,1216,2,2,235000,770,831
983,849,9,95758,0,4,2,1685,2,2,235301,81,438
984,386,8,95762,0,3,2,1362,2,2,235738,564,916
